32|http://be-side.jp|2|332|944|1001|1001|988|0|988|""<p></p>""
30,http://beamstory.php.xdomain.jp,,,,,,,,,
31|http://bellsmillfishery.co.uk|2|16|1915|2968|3000|2534|3146|3167|""https://bellsmillfishery.co.uk/wp-content/uploads/2020/02/d4ad5094-2265-426b-8069-9a8ae4b53822.jpg""
33|http://bestgolf.co.jp|2|255|1688|2466|2466|2434|0|2434|""<p></p>""
34|http://betulart.hu|867|1072|1688|3283|3300|2422|2821|2872|""https://awstudio.hu/images/logo.png""
36|http://bi-bahane.blogfa.com|344|344|442|2685|11033|1354|2653|2653|""http://www.blogfa.com/b/19E41FAE23CE.gif""
35|http://bi.alfatransportes.com.br|658|658|969|4013|4800|3699|0|3699|""<div id="texto-inicial"></div>""
37|http://blog.fefe.de|2|410|1018|1100|1100|1067|0|1067|""<li></li>""
38|http://bluearknd63sat.blog86.fc2.com|253|253|315|688|766|571|725|725|""http://blog-imgs-32-origin.fc2.com/b/l/u/bluearknd63sat/bmheada02.jpg""
39|http://bocaraton.matteosristorante.com|2|69|1092|1813|1800|1789|1733|1789|""https://bocaraton.matteosristorante.com/wp-content/uploads/2022/11/BOCA-MAIN-960x521.jpg""
40|http://boen.or.jp|2|516|1743|5205|5633|2887|8265|8337|""https://boen.or.jp/wordpress/wp-content/themes/cncTheme/img/summer.jpg""
41|http://bookholder.co.il|0|0|2250|7127|7533|2923|3478|3507|""http://bookholder.co.il/images/topBg.jpg""
42|http://bookpooh.com|956|956|2598|2885|2900|2835|0|2835|""<h1></h1>""
43|http://briconosaure.com|373|374|859|1533|1566|1433|1444|1483|""http://briconosaure.com/wp-content/uploads/2018/10/coil_replacement-754x566.jpg""
44|http://buenavista-clinic.jp|2|169|778|1066|1066|1035|994|1035|""data:image/png;base64,%0AiVBORw0KGgoAAAANSUhEUgAAAlgAAABsCAIAAAA5cFsZAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSB""
45|http://bulgarian.98905.com|865|865|1069|1282|1333|1217|1403|1403|""http://css.98905.com/bg/img/hader.jpg""
46|http://cafe-tirol.com|3|180|788|833|833|821|0|821|""<p></p>""
47|http://caradaroclubpizza.com|2|71|302|366|366|354|0|354|""<p></p>""
48|http://cd-cover.info|2|16|90|182|233|171|203|237|""https://cd-cover.info/images/sprite_00.png""
49|http://centrkrovi-penza.ru|3|376|1600|3868|8300|2584|2927|2950|""https://centrkrovi-penza.ru/templates/jblank/images/bg_gallery.jpg""
50|http://ceramisart.pl|3|370|984|1135|1033|1017|0|1017|""<center></center>""
51|http://chatopenai.co.kr|2|400|1013|1066|1066|1055|0|1055|""<div class="ml-4 text-lg text-gray-500 uppercase tracking-wider"></div>""
52|http://chess.mobialia.com|3|309|916|2554|2566|1151|1126|1151|""https://chess.mobialia.com/img/loading.gif""
53|http://chincar.ir|3005|3005|3541|6907|6633|6599|8153|9816|""http://chincar.ir/template/images/logo.png""
54|http://click.goldengoal-crm.com.br|3003|3003|3069|3133|3133|3101|0|3101|""<h3></h3>""
55|http://cloudmesh.net|3004|3005|3362|4221|4633|4621|3974|3974|""http://d38psrni17bvxu.cloudfront.net/themes/cleanPeppermintBlack_657d9013/img/arrows.png""
56|http://clubmaria-ginza.com|2|210|1034|1100|1100|1065|0|1065|""<body></body>""
57|http://cna.caehs.kr|1|1|286|8538|8566|4743|4691|4743|""http://cna.caehs.kr/images/template/00309/main/M_visual.jpg""
58|http://coconut14.blog70.fc2.com|131|131|213|595|666|538|594|594|""http://blog-imgs-56-origin.fc2.com/k/a/l/kaleidoscope0211/bl74.jpg""
59|http://cogicmedia.cogic.org|335|335|409|466|466|454|0|454|""<p></p>""
60|http://comics.777h.ru|2|372|1073|1239|1233|1222|1250|1250|""https://assets.plesk.com/static/default-website-content/public/img/robot-e712cf.svg""
61|http://concursos.ibdoprojetos.org.br|2|959|1241|2048|2066|2019|1955|1955|""https://static-cdn.selecao.net.br/redim/350x115/0/331/configs/6a0a7d9adfa63a2b501665d0796e2ebf.png""
62|http://connectivitycheck.cbg-app.huawei.com|2|40|644|700|700|687|0|687|""<center></center>""
63|http://conseildiet.free.fr|3003|3003|3258|4178|4333|
64|http://cookngourmandises.over-blog.com|840|840|1048|3313|3933|2704|3393|3393|""https://image.over-blog.com/KTsOG4cLMlAgpMTr-xkYPb1aybA=/940x320/smart/filters:no_upscale()/image%2F1397446%2F20181019%2Fob_0554e0_cook-n-gourmandises-1.png""
65|http://corleone-tattoo.com|2|167|784|866|866|838|0|838|""<p></p>""
66|http://craiova.tvr.ro|3004|3004|3256|16689|21233|3933|6154|6154|""http://mediatvr.tvr.ro/media-tvr/image/202402/w882/luiza-paraschivu_00727100.jpg""
67|http://crssietjhajjar.ac.in|3|20|1739|19669|60900|7953|12489|12520|""https://crssietjhajjar.ac.in/wp-content/uploads/2019/07/WhatsApp-Image-2020-07-31-at-2.36.48-AM.jpeg""
68|http://cshfishhatchery.org|3|33|365|400|400|403|0|403|""<p></p>""
69|http://daikinapplied.co.id|3|238|1159|1234|1234|1201|0|1201|""<p></p>""
70|http://daleplaytickets.com|2|184|1010|1066|1066|1036|0|1036|""<body></body>""
71|http://danielamerman.com|2|80|579|965|1066|718|1046|1068|""https://danielamerman.com/Images/LayOut/BannerB.jpg""
72|http://danielamin.blogspot.com|3|84|205|415|467|372|0|439|""<h1 class="title"></h1>""
73|http://delkipodelki.ru|3|590|1818|1866|1866|1850|1835|1850|""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAxsAAABdCAYAAADNN3slAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbW""
74|http://dem.dsinnovators.com|1194|1194|1500|10044|12133|7783|12362|12368|""http://dem.dsinnovators.com/assets/images/dsi-logo.png""
75|http://descy.50megs.com|108|108|152|283|300|221|245|287|""http://descy.50megs.com/fs_img/builder/family_tree/heading.jpg""
76|http://desyatka.org|3|250|892|1605|1633|1422|1589|1606|""https://desyatka.org/manimg/sirius/login-bg.gif""
77|http://dictionary.pirao.ru|3|397|1215|1848|2166|1264|2137|2147|""https://dictionary.pirao.ru/index.files/image002.jpg""
78|http://dinvzendegi.blogfa.com|320|320|422|1485|2800|784|2761|2761|""http://www.blogfa.com/b/19E41F607E9.gif""
79|http://dominicanmusicusa.com|102|102|232|1280|1633|469|0|486|""<div class="dmusic"></div>""
80,http://doncweb.blogspot.com,,,,,,,,,
81|http://download2.ebz.epson.net|2|59|102|133|133|130|0|130|""<body></body>""
82|http://ds0003.kokshetau.aqmoedu.kz|2|333|1559|4507|4666|4188|4617|4638|""https://ds0003.kokshetau.aqmoedu.kz/public/bg/body_725.jpg""
83|http://ehvfc.org|354|354|598|1573|2033|1072|1417|1455|""http://ehvfc.org/resources/images/banner/1.jpg""
84|http://elearningv1.usk.ac.id|2|477|1643|2233|2233|2221|0|2221|""<td valign="top" width="100%" class="category name"></td>""
85|http://enpuz.com|957|957|1161|1699|1668|1653|0|1653|""<p class="mt-5 fs-5"></p>""
86|http://eradia.net|2|846|1776|2395|2833|2016|0|2016|""<div id="news"></div>""
87|http://esakatwinreverb.com|2|317|925|1133|1133|1105|1054|1105|""data:image/png;base64,%0AiVBORw0KGgoAAAANSUhEUgAAAlgAAABsCAIAAAA5cFsZAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSB""
88|http://esfadnews.blogfa.com|315|315|411|1166|566|555|2631|2631|""http://www.blogfa.com/b/1A4FF32524DA.gif""
89|http://exatourbaikal.com|1401|1401|1861|4045|4166|3170|3725|3754|""http://exatourbaikal.com/wp-content/themes/baikal/img/underlogo.png""
90|http://fauzanmrzz.blogspot.com|2|84|558|902|900|899|0|899|""<div id="summary1214585635287804850" itemprop="articleBody"></div>""
91|http://figofago.konin.pl|3004|3004|3522|6472|6633|3968|5372|5418|""http://figofago.konin.pl/wp-content/uploads/2024/01/mt-sample-background.jpg""
92|http://finance.hcu.ac.th|0|0|965|5829|6306|2274|0|2274|""<p class="site-title"></p>""
93|http://fischraeucherei-brauer.de|1066|1066|1289|2127|2166|1855|1977|2005|""http://fischraeucherei-brauer.de/wp-content/uploads/2018/04/Firma-Brauers-Fischraeucherei.jpg""
94|http://fitapetit.cz|2|471|1088|1673|1666|1650|1684|1684|""https://assets.plesk.com/static/default-website-content/public/img/robot-e712cf.svg""
95|http://flancourt-crescy-en-roumois.fr|2|538|1969|4933|9266|2737|5599|6070|""https://flancourt-crescy-en-roumois.fr/wp-content/uploads/2018/01/colombier_gallery.jpg""
96|http://flvcode.com|2|17|119|200|200|168|0|168|""<p></p>""
97|http://fort.apiculture.free.fr|3223|3224|53711|55084|55300|54568|55243|55268|""http://fort.apiculture.free.fr/picts/fort-cvis1.jpg""
98|http://forum.serithai.net|3|19|1432|4011|4266|3805|3696|3696|""https://static.serithai.net/webboard/public/style_images/master/logo_serithai_classic.png""
99|http://frac.my|2|31|537|1110|900|815|0|898|""<div></div>""
100|http://freemindscafe.com|323|323|833|5286|5966|868|848|868|""data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodH""
101|http://ftp.ines.ro|1809|1809|2100|2176|2166|2133|0|2133|""<h1></h1>""
102|http://furgos.com|3003|3003|5173|7325|7533|6937|7499|8670|""http://furgos.com/wp-content/uploads/Mudanza.jpg""
107|http://g-keifu.com|2|271|885|1166|1166|1135|1095|1135|""data:image/png;base64,%0AiVBORw0KGgoAAAANSUhEUgAAAlgAAABsCAIAAAA5cFsZAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSB""
103|http://gallery.homoemo.com|2|61|333|400|400|370|0|370|""<body></body>""
104|http://gepia2021.cancer-pku.cn|529|529|728|1200|1200|1188|1748|1771|""http://gepia2021.cancer-pku.cn/GEPIA2021.png""
105|http://gidonline.ru|1224|1224|1448|3021|3566|2517|0|3534|""<h1 class="js-domainSaleHeader banner__header"></h1>""
106|http://gimnazija-druga-vz.skole.hr|2|343|1590|0|0|
108|http://globolandia.com.ar|2|891|1745|5067|6566|2917|0|4384|""<a class="navbar-brand active" href="/"></a>""
109,http://glpi.subredsur.gov.co,,,,,,,,,
110|http://gnezdyshko.org|1199|1199|1908|4328|4633|3419|4762|4786|""http://gnezdyshko.org/wp-content/uploads/2023/06/%D1%81%D0%B0%D0%B9%D1%82.png""
111|http://greenwichshoppingpark.co.uk|2|751|1605|3904|3904|3867|0|3884|""<h1></h1>""
112|http://grenouillesbis.canalblog.com|806|806|1009|4060|5000|2854|3492|3492|""http://storage.canalblog.com/22/58/846735/101840012.jpg""
113|http://gts.realwork.jp|3004|3004|3139|4333|4333|4300|4201|4300|""http://gts.realwork.jp/images/mainImg2.png""
114|http://hamestory.blog.2nt.com|94|94|136|1151|1034|737|1012|1012|""https://blog-imgs-62-origin.fc2.com/m/a/r/marintia/ac.gif""
115|http://hattori-y.co.jp|0|0|517|10199|14100|3423|3593|3623|""http://hattori-y.co.jp/files/libs/222/header_bg.jpg?1543390655""
116|http://hayama-group.jp|2|337|943|1201|1201|1187|1147|1187|""data:image/png;base64,%0AiVBORw0KGgoAAAANSUhEUgAAAlgAAABsCAIAAAA5cFsZAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSB""
117|http://henhouse1970.blog74.fc2.com|317|317|511|933|1200|751|1165|1165|""https://blog-imgs-46-origin.fc2.com/h/e/n/henhouse1970/inokis.jpg""
118|http://herdefluesterer.com|400|400|2761|4123|4533|3971|4501|4521|""http://herdefluesterer.com/wp-content/uploads/2016/06/IMG_0671-Kopie.jpg""
119|http://hethongpkdkainghia.vn|560|560|764|0|0|
120|http://hkrpinnovations.com|0|0|2350|6695|7033|2673|0|2707|""<h1></h1>""
121|http://hokusetsu2025.com|1088|1088|2828|4374|4300|3916|4289|4289|""http://wing-wp.com/sample-7/wp-content/uploads/2018/08/yellow_dot.jpg""
122|http://hookah-maker.asia|1206|1206|1513|2912|3833|2305|3012|3038|""http://hookah-maker.asia/images/pro03.jpg""
123|http://hoteldiamantina.com.br|1196|1220|2210|2266|2266|2249|0|2249|""<h1></h1>""
124|http://hsg-freiburg.de|989|989|2021|4747|4800|
125|http://imanabadkarokela.com|2|232|1212|2010|2433|1804|2378|2404|""https://imanabadkarokela.com/intro.jpg""
126|http://industria.mendoza.gov.ar|2|3|715|4285|5000|1821|2890|2921|""http://industria.mendoza.gov.ar/images/form-bg.png""
127|http://informativo-vmx.com.mx|2|19|250|333|333|303|0|303|""<h1></h1>""
128|http://instagram.sellu.ir|3005|3007|3545|3607|3600|3588|0|3588|""<div class="content"></div>""
129|http://interlab-poznan.zelnet.pl|1324|1324|1588|4094|4366|3967|3898|3967|""http://interlab-poznan.zelnet.pl/Portals/interlab/interlab-logo-250x58-2.png?ver=EunyHW8stnCODmBIEenb0g%3d%3d""
130|http://ishombinali.blogspot.com|2|151|434|838|933|755|894|922|""https://2.bp.blogspot.com/-zmufkamm4EU/VLm90Euq-3I/AAAAAAAAACI/KjsPX8adTyk/s1600/moh%2Bishomuddin%2B%25282%2529.jpg""
131|http://izhora-dvk.ru|170|212|322|12658|15466|383|390|416|""https://www.google.com/images/branding/googlelogo/1x/googlelogo_color_272x92dp.png""
132|http://j5fmadeif3.lalsl.com|3003|3003|3210|0|0|
134|http://ja.kushiro-lakeakan.com|2|200|1435|7971|16200|3838|3824|3871|""https://ja.kushiro-lakeakan.com/kushiroakanwp/wp-content/themes/visitkushiro/imgs/common/logo.png""
133|http://jaffnaushotel.com|431|431|1092|3359|3600|1888|2433|2471|""http://jaffnaushotel.com/assets/images/us-hotel.jpg""
135|http://javahery.blogfa.com|318|318|419|1214|2833|771|0|771|""<p dir="RTL" style="text-align:justify"></p>""
136|http://jha.ppj.unp.ac.id|1752|1752|2503|3916|4866|2983|5056|5067|""http://jha.ppj.unp.ac.id/public/journals/1/pageHeaderLogoImage_en_US.png""
137|http://jikei1-y.sakura-g.ac.jp|2|177|785|1066|1066|1036|992|1036|""data:image/png;base64,%0AiVBORw0KGgoAAAANSUhEUgAAAlgAAABsCAIAAAA5cFsZAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSB""
138|http://jinnouchitaizo.com|1043|1043|1254|1917|2100|1488|2073|2088|""http://jinnouchitaizo.com/img/topph04.jpg""
139|http://jkfnagano01.web.fc2.com|181|181|206|391|400|250|347|367|""http://jkfnagano01.web.fc2.com/BIGHAT_front_obi2.jpg""
140|http://jo.china-embassy.gov.cn|2|210|816|2578|2733|1518|2826|2868|""https://jo.china-embassy.gov.cn/images/Top.jpg""
141|http://journal.healthpolicy.cn|1|1|313|3549|3766|1091|1752|1774|""http://journal.healthpolicy.cn/ch/ext_images/bannter1.jpg""
142|http://journal.sinov.id|2|160|891|2582|3166|2103|0|2119|""<p></p>""
143|http://jpt.isca.ac.ir|3|275|1413|3858|4200|3366|4166|4183|""https://jpt.isca.ac.ir/data/jpt/coversheet/head_fa.jpg""
144|http://kakuretenai.blog103.fc2.com|155|155|219|1318|1366|383|1322|1322|""https://blog-imgs-101.fc2.com/k/a/k/kakuretenai/unini3a.jpg""
145|http://kansou.io|2|263|1087|1706|1700|1671|0|2022|""<h1></h1>""
146|http://kapunaidusurnames.blogspot.com|2|64|232|482|700|403|395|437|""https://1.bp.blogspot.com/-mvwm1JTjInA/XDrStqzaX4I/AAAAAAAAABs/UC6e6yVUVGwMhtBAY21JWipX1MukSM9rQCK4BGAYYCw/s1600/kapu.png""
147|http://kasadera.jp|3|161|784|833|833|822|0|822|""<p></p>""
148|http://kayama-clinic.com|1063|1063|1581|5862|8366|2305|3377|3405|""http://kayama-clinic.com/wp-content/uploads/2019/04/topimg.jpg""
149|http://keks212.ru|1017|1017|1538|4136|4333|3317|3713|3734|""http://keks212.ru/wp-content/themes/keks_design/images/header_logo.png""
150|http://khaneh-mehr.blogfa.com|358|358|461|2082|6473|572|2677|2677|""http://www.blogfa.com/b/1A735AB012C8.gif""
